,Gender,Age,Married,NumberofDependents,City,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalRevenue,CustomerStatus,ChurnCategory
685,Female,47,Yes,2,Acampo,38.200231,-121.235034,8,62,Offer B,Yes,Yes,Yes,Fiber Optic,23.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.05,7636.6,Stayed,
686,Female,63,Yes,0,Angwin,38.542448,-122.419923,1,56,No Offer,Yes,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.55,5313.4,Stayed,
687,Female,38,No,0,South El Monte,34.04622,-118.053753,0,41,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,24.85,2301.31,Stayed,
688,Male,30,No,0,Stockton,37.954089,-121.329761,0,57,No Offer,Yes,No,Yes,DSL,42.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.35,5723.54,Stayed,
690,Female,63,No,0,San Diego,32.72523,-117.171346,0,38,Offer C,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,89.1,4575.42,Stayed,
692,Female,49,No,0,Nicolaus,38.788898,-121.608624,0,26,No Offer,Yes,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,2790.91,Stayed,
693,Female,35,Yes,3,Plymouth,38.489273,-120.891614,3,72,No Offer,Yes,No,Yes,DSL,56.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,6819.97,Stayed,
694,Male,79,Yes,0,Burbank,34.213049,-118.317651,1,30,Offer C,Yes,Yes,Yes,Fiber Optic,24.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,4358.25,Stayed,
695,Male,27,No,0,San Diego,32.961064,-117.134917,0,1,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,19.55,57.99,Churned,Competitor
696,Female,51,No,0,Sierra City,39.600599,-120.636358,0,1,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.85,97.9,Churned,Dissatisfaction
697,Female,57,Yes,3,Fresno,36.768774,-119.762633,8,68,No Offer,Yes,Yes,Yes,DSL,29.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.45,5841.31,Stayed,
698,Female,77,Yes,0,Parker Dam,34.273872,-114.192901,2,63,No Offer,Yes,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,7622.22,Stayed,
700,Male,43,Yes,2,Zenia,40.170357,-123.417298,6,19,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.6,504.25,Stayed,
701,Female,59,Yes,0,Fresno,36.833002,-119.82947,1,12,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,19.8,681.4,Churned,Attitude
702,Female,25,No,0,Guatay,32.857946,-116.561917,0,41,No Offer,Yes,No,Yes,Fiber Optic,41.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.25,4540.03,Churned,Attitude
703,Female,37,No,1,Cobb,38.838088,-122.73203,0,25,Offer C,Yes,No,Yes,DSL,27.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.75,2248.09,Stayed,
704,Female,25,No,0,Sacramento,38.490508,-121.284171,0,71,Offer A,Yes,Yes,Yes,Fiber Optic,76.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,10009.7,Stayed,
705,Male,19,Yes,0,Hayward,37.639215,-122.037554,1,56,Offer B,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,25.15,2066.35,Churned,Dissatisfaction
706,Female,54,Yes,3,San Jose,37.255479,-121.889838,5,8,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,21.05,484.15,Stayed,
707,Male,56,No,0,San Jose,37.238758,-121.828375,0,20,No Offer,Yes,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.55,1551.95,Stayed,
708,Male,57,No,0,Glendale,34.195386,-118.238508,0,43,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.55,997.72,Stayed,
709,Female,48,Yes,0,Temecula,33.507255,-117.029473,5,17,Offer D,No,No PhoneService,Yes,DSL,23.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.65,646.05,Stayed,
710,Female,21,Yes,2,Stanford,37.424342,-122.165641,1,44,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.6,963.73,Stayed,
711,Female,19,No,0,San Gregorio,37.331762,-122.341444,0,2,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,19.5,81.89,Stayed,
712,Female,28,Yes,2,Colfax,39.084645,-120.894014,1,71,Offer A,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.9,2852.09,Stayed,
713,Female,63,Yes,1,North Hollywood,34.15136,-118.364786,1,72,No Offer,Yes,No,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,8767.47,Stayed,
714,Female,44,No,0,Calimesa,33.982787,-117.057627,0,18,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.65,719.3,Stayed,
715,Female,70,Yes,0,Los Angeles,34.099869,-118.326843,3,67,No Offer,Yes,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,105.4,7214.49,Stayed,
716,Female,36,Yes,2,Encinitas,33.054579,-117.25665,5,56,Offer B,Yes,Yes,Yes,Fiber Optic,11.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.6,6733.64,Stayed,
717,Male,49,Yes,0,San Diego,32.898613,-117.202937,0,1,No Offer,Yes,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.9,74.89,Churned,Competitor
718,Male,56,Yes,3,Whittier,33.929704,-118.01208,2,69,Offer A,Yes,No,Yes,Fiber Optic,56.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Mailed Check,92.15,7882.98,Stayed,
719,Male,55,Yes,1,Sacramento,38.494832,-121.529447,5,1,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.85,67.31,Stayed,
720,Male,29,No,0,Los Angeles,34.066303,-118.435479,0,1,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.15,53.73,Churned,Competitor
721,Male,47,Yes,1,Hayward,37.674002,-122.076796,0,25,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,19.9,977.2,Stayed,
722,Female,68,No,0,Mendocino,39.305545,-123.743697,0,1,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,101.42,Churned,Competitor
723,Male,54,Yes,0,Bakersfield,35.559617,-118.925185,1,55,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,25.7,2115.2,Stayed,
724,Female,38,Yes,2,San Francisco,37.736535,-122.45732,1,53,No Offer,Yes,No,Yes,Fiber Optic,29.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.25,8234.77,Stayed,
725,Female,29,Yes,0,Los Angeles,34.029043,-118.239504,6,59,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.35,3121.37,Stayed,
726,Male,69,Yes,0,Rosemead,34.065108,-118.082791,1,16,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1830.11,Churned,Attitude
727,Female,48,No,1,Rancho Cucamonga,34.10097,-117.57882,0,7,Offer E,Yes,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.05,682.15,Stayed,
728,Female,75,Yes,0,Agoura Hills,34.129058,-118.759788,7,3,No Offer,No,No PhoneService,Yes,DSL,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.75,82.85,Stayed,
729,Male,76,Yes,0,Irvine,33.667145,-117.732135,0,64,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.65,3624.32,Stayed,
730,Female,63,Yes,0,El Dorado,38.63153,-120.842609,10,51,Offer B,Yes,No,Yes,DSL,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.5,6152.38,Stayed,
732,Female,24,Yes,2,Portola,39.786755,-120.445626,5,69,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.35,3062.08,Stayed,
733,Female,46,Yes,0,Westwood,40.271535,-121.018087,1,1,Offer E,Yes,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.1,85.65,Churned,Other
734,Male,62,Yes,0,San Diego,32.765299,-117.122565,8,38,Offer C,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.4,1008.36,Stayed,
735,Female,38,No,0,Concord,38.013825,-122.039144,0,3,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.6,99.59,Churned,Attitude
736,Male,33,Yes,1,Shaver Lake,37.223,-119.001021,6,56,Offer B,Yes,Yes,Yes,DSL,26.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.85,6365.68,Stayed,
737,Male,34,Yes,0,Campbell,37.279689,-121.954567,9,63,No Offer,Yes,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,80.0,7183.46,Stayed,
738,Male,72,No,1,Bridgeport,38.184583,-119.286558,0,11,No Offer,Yes,No,Yes,Cable,23.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,54.55,731.71,Stayed,
739,Female,43,Yes,3,Lee Vining,37.890145,-119.184087,5,24,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.7,1605.25,Stayed,
740,Male,47,Yes,0,Fawnskin,34.274846,-116.937581,8,72,Offer A,Yes,No,Yes,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,9573.55,Stayed,
741,Female,19,Yes,3,Boonville,39.025867,-123.381544,1,69,Offer A,Yes,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,105.1,8933.18,Stayed,
742,Female,27,Yes,0,La Palma,33.850504,-118.039892,1,56,No Offer,Yes,Yes,Yes,Fiber Optic,71.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.8,7888.17,Stayed,
743,Male,62,No,0,Magalia,39.933852,-121.584371,0,17,No Offer,Yes,No,Yes,Fiber Optic,7.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,1833.92,Churned,Competitor
744,Female,33,Yes,1,French Gulch,40.740138,-122.587476,2,18,Offer D,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.1,1125.96,Stayed,
745,Male,45,No,0,Corona,33.833686,-117.513063,0,11,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.55,385.15,Stayed,
746,Female,52,Yes,2,Coleville,38.42528,-119.475741,10,45,No Offer,No,No PhoneService,Yes,Cable,19.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,51.0,2264.5,Stayed,
747,Female,78,No,0,Woodbridge,38.169605,-121.310964,0,47,No Offer,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,5172.89,Churned,Competitor
748,Female,35,Yes,0,San Pedro,33.744119,-118.31448,2,61,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.05,7038.14,Stayed,
749,Female,34,Yes,1,Placentia,33.881158,-117.854783,1,66,No Offer,Yes,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,74.25,7356.69,Stayed,
750,Female,42,No,0,Pioneertown,34.201108,-116.593456,0,42,Offer B,Yes,No,Yes,DSL,8.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.55,3805.77,Stayed,
751,Female,24,Yes,2,Encino,34.150354,-118.518292,8,55,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.4,2609.25,Stayed,
752,Female,34,No,0,Spring Valley,32.726627,-116.994608,0,1,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,19.25,28.69,Stayed,
753,Female,58,Yes,0,Mission Viejo,33.60693,-117.644253,8,68,Offer A,No,No PhoneService,Yes,DSL,11.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54.4,3698.03,Stayed,
754,Female,62,Yes,3,Berkeley,37.878554,-122.26609,9,1,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.35,50.44,Stayed,
755,Male,27,Yes,0,Twain Harte,38.107441,-120.230625,1,17,No Offer,No,No PhoneService,Yes,DSL,52.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,836.35,Stayed,
756,Female,60,Yes,0,Berkeley,37.866009,-122.286228,1,15,No Offer,Yes,Yes,Yes,DSL,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,1178.1,Stayed,
757,Male,52,Yes,2,Richgrove,35.809921,-119.127437,2,28,No Offer,Yes,Yes,Yes,DSL,19.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.4,2062.83,Stayed,
758,Male,67,Yes,0,Klamath River,41.816595,-122.948287,8,28,Offer C,Yes,Yes,Yes,Fiber Optic,15.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.8,3679.8,Stayed,
759,Male,21,Yes,1,Oakley,37.999406,-121.686241,9,40,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.6,1727.35,Stayed,
760,Female,46,No,0,Campbell,37.279689,-121.954567,0,63,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,108.25,7105.81,Stayed,
761,Female,67,No,0,Grimes,39.033058,-121.895718,0,15,Offer D,Yes,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,1489.15,Churned,Dissatisfaction
762,Female,59,Yes,0,Winnetka,34.209532,-118.577563,3,14,No Offer,Yes,No,Yes,Fiber Optic,23.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.95,1427.72,Churned,Competitor
763,Male,43,No,2,San Jacinto,33.806708,-117.02007,0,54,No Offer,Yes,Yes,Yes,Cable,16.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.0,3454.45,Churned,Other
764,Male,38,No,0,Porter Ranch,34.281911,-118.556218,0,39,No Offer,Yes,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.45,5281.36,Stayed,
765,Female,29,Yes,3,Kingsburg,36.478239,-119.52137,5,48,No Offer,No,No PhoneService,Yes,DSL,52.0,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,39.4,2108.65,Stayed,
766,Female,36,No,0,Los Angeles,33.987945,-118.370442,0,16,Offer D,Yes,No,Yes,DSL,8.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,53.9,983.91,Churned,Other
767,Female,39,No,3,Bakersfield,35.342891,-119.064803,0,44,Offer B,Yes,Yes,Yes,DSL,26.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,77.55,3694.18,Stayed,
768,Male,64,Yes,2,Ocotillo,32.698964,-115.886656,1,1,No Offer,Yes,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.65,108.33,Churned,Competitor
769,Male,36,Yes,0,Los Angeles,34.078821,-118.177576,7,69,Offer A,Yes,No,Yes,DSL,16.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,53.65,4782.82,Stayed,
770,Female,78,No,0,Los Angeles,33.994524,-118.149953,0,49,No Offer,Yes,No,Yes,DSL,3.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,43.8,3832.45,Stayed,
771,Female,58,No,0,San Lorenzo,37.676249,-122.132415,0,24,Offer C,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,24.6,1629.09,Stayed,
772,Male,66,Yes,0,Sunset Beach,33.719221,-118.073596,7,71,Offer A,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,23.95,3937.32,Stayed,
773,Male,41,Yes,1,Hood,38.375325,-121.507935,4,61,Offer B,Yes,No,Yes,Fiber Optic,21.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.45,8680.97,Stayed,
774,Female,38,No,0,Palmdale,34.557711,-118.029441,0,18,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.1,745.45,Stayed,
775,Male,32,Yes,0,Fresno,36.623632,-119.741322,1,27,Offer C,Yes,No,Yes,DSL,15.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.8,2509.81,Stayed,
776,Female,48,Yes,3,Byron,37.83323,-121.601461,3,64,Offer B,Yes,Yes,Yes,Fiber Optic,53.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.45,9786.63,Stayed,
777,Female,47,No,0,Moreno Valley,33.88274,-117.224878,0,1,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.85,36.32,Stayed,
778,Female,53,Yes,0,Winchester,33.657433,-117.04254,9,50,Offer B,Yes,Yes,Yes,DSL,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,84.15,6488.9,Stayed,
779,Female,53,Yes,0,Coachella,33.680031,-116.171678,7,30,No Offer,Yes,No,Yes,DSL,13.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,70.25,2718.8,Stayed,
780,Male,33,No,0,Vallecito,38.055562,-120.456298,0,57,No Offer,No,No PhoneService,Yes,DSL,28.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,53.35,3190.05,Stayed,
781,Female,64,No,0,Farmersville,36.29878,-119.201028,0,17,Offer D,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,24.8,605.47,Stayed,
782,Female,36,No,0,San Diego,32.741852,-117.243453,0,51,Offer B,Yes,No,Yes,Fiber Optic,7.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,87.55,5208.77,Stayed,
783,Male,64,No,0,Chico,39.745712,-121.84333,0,2,No Offer,No,No PhoneService,Yes,Cable,11.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85,75.6,Churned,Other
784,Female,39,No,0,Boulder Creek,37.171727,-122.142961,0,2,No Offer,Yes,Yes,Yes,Fiber Optic,6.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,197.94,Churned,Attitude
785,Female,35,Yes,3,Oregon House,39.342587,-121.249833,1,60,Offer B,Yes,Yes,Yes,Fiber Optic,76.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.15,8694.2,Stayed,
786,Female,59,Yes,0,Brawley,33.03933,-115.191857,1,67,No Offer,Yes,Yes,Yes,Fiber Optic,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.75,9310.25,Churned,Competitor
787,Male,62,No,0,Santa Ana,33.714829,-117.872941,0,33,No Offer,No,No PhoneService,Yes,DSL,30.0,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,39.1,1309.0,Stayed,
788,Male,55,No,0,San Clemente,33.429488,-117.609432,0,38,Offer C,Yes,No,Yes,DSL,22.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.6,4313.32,Stayed,
789,Female,57,No,0,Glendale,34.17051,-118.289463,0,1,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.75,57.37,Stayed,
790,Male,59,No,0,Fall River Mills,41.017282,-121.468945,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,105.02,Churned,Competitor
791,Female,59,Yes,2,South Pasadena,34.110444,-118.156957,3,16,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,20.4,1050.04,Stayed,
792,Male,66,Yes,0,Fresno,36.799648,-119.801247,1,72,Offer A,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.75,9421.78,Stayed,
793,Male,61,Yes,2,Shoshone,35.924252,-116.188668,4,41,Offer B,Yes,Yes,Yes,Cable,20.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,4194.1,Stayed,
794,Female,22,Yes,2,Garberville,40.057784,-123.679461,4,65,Offer B,Yes,Yes,Yes,Fiber Optic,47.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.3,8198.8,Stayed,
